basin_id,sum(fast_paras),sum(xSSA_sobol_indexes["paras"]["msi"]["Q"])
01350000,0.754209,0.616872
02161000,0.653863,0.690283
08022040,0.596144,0.664294
02070500,0.665988,0.662591
08181500,0.516170,0.602713
05338500,0.570381,0.603607
07086000,0.723176,0.487011
04071000,0.642739,0.621540
11186000,0.709061,0.390012
08043950,0.503951,0.590791
07371500,0.657024,0.663513
06906800,0.621787,0.648125
11113000,0.705644,0.419287
07148400,0.446887,0.591138
03287500,0.672387,0.704672
14137002,0.739733,0.562024
07052250,0.613269,0.651826
03314500,0.659825,0.691709
08044000,0.505218,0.590790
01633000,0.656796,0.669181
06887000,0.497186,0.636289
06759910,0.444155,0.648145
02475000,0.641861,0.686050
09169500,0.622372,0.573089
14305500,0.738758,0.614497
06883000,0.479282,0.603335
05408000,0.615409,0.627562
11234760,0.721037,0.458045
03MD001,-9999.000000,0.525063
03216500,0.682641,0.677550
02488000,0.658874,0.690057
06928000,0.646163,0.660620
12448998,0.734077,0.457479
10150500,0.707807,0.560412
03333050,0.603892,0.664965
03023100,0.727786,0.660167
07191000,0.583574,0.626589
03422500,0.698111,0.699900
07074500,0.654959,0.688695
07230500,0.520527,0.614245
07188000,0.608722,0.656667
04059000,0.696576,0.608344
07DA001,-9999.000000,0.609780
08NL050,-9999.000000,0.548218
01347000,0.740546,0.637282
07077380,0.623397,0.672157
08066250,0.551335,0.676158
12210500,0.736778,0.558530
03302800,0.653199,0.674637
06803513,0.496136,0.616832
07188838,0.638426,0.653995
04172000,0.610215,0.649207
14154500,0.757601,0.581146
05435500,0.603148,0.631328
03262700,0.619494,0.668245
05030500,0.537048,0.594922
04266500,0.759965,0.622701
07247000,0.654153,0.650321
03371500,0.641793,0.684159
03170000,0.683171,0.661888
06307990,0.466083,0.625420
05488500,0.551673,0.640626
06754000,0.509541,0.628050
06910750,0.612400,0.648097
11452500,0.711866,0.473955
09067005,0.762683,0.496872
02ED101,-9999.000000,0.626344
11128500,0.697204,0.407589
12144500,0.735391,0.579360
06428200,0.458986,0.614673
14328000,0.744119,0.508388
08104700,0.506778,0.600993
07346000,0.611385,0.636947
05288500,0.555183,0.619942
05451210,0.568718,0.613186
04230500,0.690019,0.657420
01BC001,-9999.000000,0.600383
03574500,0.704209,0.682102
13305000,0.707890,0.528138
09386950,0.483144,0.564297
01BQ001,-9999.000000,0.605187
06024540,0.722269,0.519171
14144800,0.746173,0.528755
05439500,0.596772,0.629327
06337000,0.422575,0.630345
05355200,0.585237,0.619322
06347000,0.471686,0.576917
05LC001,-9999.000000,0.565377
08LE027,-9999.000000,0.532554
04060993,0.667784,0.614958
13206000,0.734261,0.479102
01183500,0.747195,0.627077
01431500,0.731104,0.633445
03532000,0.694657,0.693372
05AA008,-9999.000000,0.566799
09041400,0.723406,0.531092
02473500,0.648995,0.656264
05MD005,-9999.000000,0.563317
06216900,0.466564,0.603640
04212100,0.702456,0.672257
02351890,0.604361,0.664413
04292500,0.750352,0.634989
06295000,0.509979,0.632234
02376500,0.630449,0.686358
05LL015,-9999.000000,0.579654
01434000,0.740190,0.641816
10338000,0.697629,0.447755
02082585,0.628875,0.680590
01451000,0.730106,0.641288
02298202,0.455525,0.667889
11507500,0.735958,0.535664
06918060,0.595083,0.641827
10129500,0.726791,0.522473
09171100,0.615255,0.575123
11302000,0.719003,0.474638
09481740,0.432500,0.532688
11138500,0.690747,0.419289
02484000,0.668912,0.670328
11106550,0.654264,0.403988
06485500,0.517612,0.610020
05372995,0.598253,0.611824
13217500,0.723099,0.518890
06440200,0.455576,0.590438
02047000,0.647988,0.673664
06607200,0.532693,0.608317
10351600,0.687386,0.485616
02126000,0.622470,0.675664
07191288,0.627736,0.650094
02355350,0.603229,0.677611
05066500,0.493485,0.578302
13135000,0.651695,0.573232
03401000,0.715944,0.684794
13314300,0.742362,0.484563
06854000,0.487146,0.600184
05551540,0.603535,0.643311
03329700,0.616323,0.662049
06803486,0.506786,0.608006
02077500,0.660779,0.667993
08KH010,-9999.000000,0.567340
03251500,0.676273,0.697836
14113000,0.742301,0.514060
09512406,0.555705,0.586977
02444160,0.664867,0.686796
07019000,0.659050,0.677576
08015500,0.633587,0.677650
08LA001,-9999.000000,0.572465
07231000,0.534573,0.619071
12452990,0.733454,0.469173
02398300,0.680171,0.671074
05471500,0.561726,0.633680
07369680,0.622034,0.661719
06471500,0.513819,0.581319
06741510,0.606012,0.578937
04AB001,-9999.000000,0.565087
05482000,0.548565,0.628518
06888500,0.548496,0.614993
06449100,0.437415,0.609480
01329490,0.748124,0.622959
09381800,0.468226,0.556327
11367500,0.748770,0.474021
12323600,0.566522,0.584249
03245500,0.637701,0.679012
07169800,0.535635,0.613922
03377500,0.625512,0.694523
06752500,0.505328,0.625873
04196800,0.616055,0.662212
09260000,0.566428,0.563996
02483000,0.659876,0.669509
08KH006,-9999.000000,0.587848
05123400,0.497391,0.567270
06324000,0.535808,0.595151
08NH130,-9999.000000,0.509933
07348700,0.655764,0.650236
03346500,0.614700,0.676159
02330150,0.581705,0.683124
08041700,0.617713,0.658074
03358000,0.631559,0.661144
06713300,0.438025,0.607662
02217500,0.655620,0.675857
07338750,0.663738,0.652577
02467500,0.657502,0.677986
06809210,0.556488,0.620305
06620000,0.705470,0.535879
07152000,0.503647,0.616283
13116500,0.643569,0.540311
07144100,0.496990,0.610118
13335700,0.751578,0.502932
07AE001,-9999.000000,0.596623
03229610,0.619349,0.685690
05054000,0.516870,0.604521
01BP001,-9999.000000,0.602569
02058400,0.666475,0.666813
07289730,0.655946,0.681335
08HF005,-9999.000000,0.614359
08NE006,-9999.000000,0.515145
08013000,0.641081,0.675571
02475500,0.659071,0.665295
08NK016,-9999.000000,0.544347
02341800,0.617251,0.676137
12365000,0.750727,0.530096
07372050,0.657791,0.671152
04027000,0.704473,0.610864
02338500,0.661326,0.697414
06471200,0.515752,0.575685
05590950,0.603672,0.658762
03336000,0.610506,0.677534
14320700,0.748267,0.597793
10159500,0.727399,0.521026
03053500,0.721471,0.678884
01168500,0.762162,0.605099
08152000,0.478529,0.580805
09484500,0.423381,0.511696
03548500,0.722240,0.687500
08180500,0.530304,0.596154
05270500,0.529410,0.607393
08324000,0.601972,0.539785
11156500,0.693206,0.446171
05304500,0.519983,0.601417
08084000,0.433630,0.584364
05356500,0.649127,0.623751
02153200,0.666545,0.684957
03378635,0.605619,0.660711
04102500,0.651653,0.652621
13142500,0.724526,0.463446
03378000,0.634118,0.666724
08NA045,-9999.000000,0.541108
08KH019,-9999.000000,0.589566
02019500,0.689975,0.678201
01453000,0.712422,0.648776
04066030,0.668997,0.623834
10251255,0.440495,0.447586
03271601,0.620200,0.674398
03230800,0.615956,0.664090
09177000,0.650647,0.574715
10309000,0.732467,0.464433
09304500,0.750937,0.504897
02047500,0.647231,0.680241
03267900,0.632536,0.665387
02472000,0.656651,0.676575
06756100,0.411935,0.602553
06438500,0.459678,0.642160
04133501,0.662899,0.640237
13172500,0.641756,0.581511
06214500,0.615719,0.603368
02135000,0.575643,0.690359
01643000,0.660747,0.666233
08186500,0.502261,0.594667
14339000,0.749619,0.545465
14243000,0.736630,0.582726
03331500,0.612996,0.661718
02450180,0.655717,0.677709
04161820,0.601404,0.642501
10028500,0.644319,0.530908
11319500,0.726591,0.474317
03179000,0.660427,0.687687
08019000,0.591620,0.636968
06CD002,-9999.000000,0.597779
02476600,0.651865,0.668109
07187000,0.623715,0.648018
13050500,0.745481,0.518158
11528700,0.745916,0.494269
07340000,0.655149,0.665526
05421000,0.588961,0.619695
07335300,0.585908,0.641747
07249413,0.641590,0.655729
03007800,0.735427,0.641967
02YQ001,-9999.000000,0.610127
01049000,0.753255,0.607765
03291500,0.661294,0.687649
07091200,0.651461,0.515304
01065500,0.749985,0.608272
13247500,0.744672,0.474964
02316000,0.576743,0.670881
05552500,0.600984,0.649271
09364010,0.662074,0.536604
13148500,0.714023,0.488390
14020850,0.733144,0.577138
01346000,0.756475,0.627231
01BG005,-9999.000000,0.580540
03ED001,-9999.000000,0.552614
02PK005,-9999.000000,0.620944
03061000,0.694828,0.681110
09507980,0.613016,0.537218
08NB005,-9999.000000,0.529668
06919900,0.616879,0.653320
12363000,0.771229,0.513671
05RB003,-9999.000000,0.593801
02130980,0.578234,0.682099
11382000,0.730255,0.463318
06478600,0.506174,0.599839
04122500,0.683393,0.635317
01350101,0.752270,0.616870
07061000,0.651757,0.678824
08020000,0.592412,0.654411
02OB037,-9999.000000,0.617696
03334000,0.617744,0.659852
13309220,0.741641,0.476226
02131000,0.629540,0.702247
06477500,0.487129,0.592723
09414900,0.561797,0.520281
02319394,0.567921,0.683393
06820500,0.564566,0.640531
08DD001,-9999.000000,0.512877
02442500,0.679626,0.665707
08JB002,-9999.000000,0.584857
03051000,0.726819,0.676417
05074500,0.654258,0.596988
06033000,0.642460,0.558342
03015310,0.738107,0.654633
02112250,0.677180,0.680443
07EB002,-9999.000000,0.570104
09095500,0.713297,0.541866
01536000,0.729279,0.648572
05291000,0.505678,0.591478
07170500,0.541310,0.629942
01155910,0.763895,0.607559
01563500,0.701578,0.658007
03261500,0.620868,0.667899
13251000,0.721423,0.503827
07328500,0.486286,0.620920
02446500,0.674629,0.681040
07147800,0.527235,0.620194
03601990,0.676260,0.695120
05369500,0.618992,0.629180
06AF005,-9999.000000,0.581861
02153551,0.662709,0.685579
02478500,0.652463,0.684938
07283000,0.657150,0.661216
06873460,0.440412,0.599119
13338500,0.734287,0.557946
05591200,0.603930,0.663711
06483290,0.541997,0.601383
08180640,0.527365,0.596971
07179500,0.551079,0.609037
03171000,0.683212,0.676256
06207500,0.627483,0.558993
03140500,0.655043,0.681597
01AN002,-9999.000000,0.617115
02364500,0.625618,0.673974
14178000,0.730602,0.513973
05449500,0.559917,0.612874
11292900,0.718189,0.439241
04AA004,-9999.000000,0.556881
02KF016,-9999.000000,0.626896
05480500,0.543693,0.621924
07040450,0.652865,0.684775
02366500,0.613729,0.685312
09213500,0.602551,0.515204
11085000,0.691330,0.431156
01616500,0.638627,0.651631
05344500,0.551824,0.632571
01548005,0.710469,0.649945
05078500,0.551724,0.591413
09313000,0.702390,0.514847
09114500,0.732156,0.493340
03175500,0.671237,0.680321
02202500,0.605226,0.695322
12324200,0.604931,0.586487
08CD001,-9999.000000,0.551453
11478500,0.741168,0.515765
07258500,0.641850,0.645220
03283500,0.683479,0.682520
07EE009,-9999.000000,0.611399
13290190,0.742469,0.486593
12101500,0.728351,0.604669
02373000,0.644137,0.675745
13049500,0.746160,0.511509
02382500,0.701442,0.680039
05529000,0.601148,0.640893
02163001,0.672983,0.682881
13210050,0.728823,0.486538
03082500,0.721042,0.672056
07151000,0.489796,0.618924
04KA001,-9999.000000,0.599202
03528000,0.676753,0.706452
14169000,0.738875,0.599537
01371500,0.711277,0.647030
01541000,0.718059,0.657321
02383500,0.690649,0.687075
10324500,0.588562,0.538479
07139500,0.392890,0.662557
02113850,0.651429,0.669053
05458900,0.561723,0.617721
04192500,0.612397,0.668914
02RD003,-9999.000000,0.595158
05517500,0.623576,0.668262
06126500,0.470952,0.625653
11151700,0.672380,0.439506
01335754,0.747296,0.632618
11189500,0.702879,0.430273
14308000,0.758670,0.577635
02089000,0.615228,0.687965
07331000,0.498019,0.632728
05464500,0.573321,0.630927
03054500,0.725248,0.679159
02156500,0.658309,0.686995
02PL005,-9999.000000,0.620972
05050000,0.506506,0.599492
03383000,0.670213,0.665511
07195430,0.619289,0.650011
03075070,0.709529,0.690063
11158600,0.686382,0.447434
10239000,0.627796,0.554598
04229500,0.705242,0.652387
05EE009,-9999.000000,0.569627
11424000,0.728897,0.494419
07179730,0.549734,0.610934
05481000,0.551745,0.611840
02OE032,0.764778,0.621678
11418000,0.721694,0.488111
06280300,0.752882,0.500952
02AB021,-9999.000000,0.602959
01188090,0.747161,0.630338
02388350,0.685509,0.670337
06126050,0.485700,0.619424
01BH010,-9999.000000,0.572048
09508500,0.545403,0.563363
12334550,0.657738,0.574551
06751490,0.535346,0.613632
01570000,0.681869,0.650383
11143250,0.721482,0.456216
02301719,0.487849,0.667461
01046500,0.757434,0.603593
03303000,0.654871,0.678352
11316670,0.720761,0.447954
08073600,0.556800,0.635088
05293000,0.514450,0.597349
05556500,0.608473,0.642232
14076500,0.727331,0.539811
02341500,0.653789,0.706378
02370500,0.621461,0.672301
07195500,0.620123,0.651358
09058000,0.719368,0.516073
12031000,0.748721,0.646171
09152500,0.651377,0.554033
06853800,0.482794,0.594111
02227500,0.565419,0.675909
02436500,0.653913,0.665045
12351200,0.732662,0.540567
03234000,0.637989,0.677343
05EF005,-9999.000000,0.564512
01631000,0.668237,0.670061
02197315,0.607144,0.680252
02358700,0.620645,0.714912
06449500,0.437589,0.615625
12448000,0.764896,0.455148
04164500,0.633588,0.656364
07303400,0.459325,0.573466
05PH003,-9999.000000,0.591177
01674500,0.662326,0.670859
03298500,0.642265,0.687940
03238500,0.650336,0.674228
07285400,0.666223,0.655468
04112500,0.615237,0.648293
03237255,0.707513,0.683261
03354000,0.614694,0.676436
13169500,0.622772,0.507692
03173000,0.662445,0.668089
03334500,0.632056,0.659699
13161500,0.689937,0.513729
04105500,0.634468,0.656626
02088500,0.613476,0.678027
04137005,0.680211,0.634777
05516500,0.631713,0.663874
03247500,0.651132,0.677478
09285900,0.730034,0.517518
04CA002,-9999.000000,0.586874
05BG006,-9999.000000,0.593328
05090000,0.500025,0.575164
03289500,0.631949,0.684256
02370000,0.625589,0.675197
04165500,0.594767,0.654633
06386500,0.409792,0.617501
06236100,0.599654,0.553305
09502000,0.592658,0.583966
01529950,0.714500,0.653129
02380500,0.709100,0.672949
09253000,0.771399,0.504268
02358754,0.620387,0.715528
01555000,0.717528,0.643054
03346000,0.615436,0.665116
05488110,0.551388,0.640003
03185400,0.680418,0.689534
07311500,0.490925,0.584506
01AM001,-9999.000000,0.616148
05369000,0.599960,0.617825
01614500,0.675683,0.652418
02GA038,-9999.000000,0.630396
08FE003,-9999.000000,0.558178
02197830,0.615460,0.675124
05MG001,-9999.000000,0.557982
06274300,0.481269,0.590379
04CB001,-9999.000000,0.586185
12041200,0.712512,0.585178
07072000,0.655240,0.664583
02218300,0.652844,0.680156
05455500,0.576176,0.635232
02455900,0.665807,0.680148
04246500,0.729949,0.650235
03048500,0.706128,0.674099
05GF002,-9999.000000,0.574902
06186500,0.761447,0.468195
10352500,0.657035,0.500045
01543000,0.727546,0.637116
03513000,0.728364,0.691353
09366500,0.589539,0.551030
01096500,0.739118,0.637879
07307028,0.453754,0.602512
02134480,0.567726,0.673247
02270500,0.440803,0.664490
09444000,0.530902,0.572847
05515500,0.628939,0.658583
14359000,0.742718,0.563551
05476750,0.541028,0.616385
03438220,0.678339,0.713924
09513910,0.440100,0.484948
03531500,0.702093,0.689110
06908000,0.600339,0.648538
02294898,0.450679,0.663457
01595800,0.732524,0.656622
10311000,0.706359,0.483320
05360500,0.650961,0.619940
13120500,0.740459,0.455974
07CD004,-9999.000000,0.585720
02165000,0.649624,0.676018
07JD002,-9999.000000,0.580678
02358789,0.588951,0.674464
01481500,0.676496,0.660827
07343500,0.607471,0.633457
05292000,0.512199,0.596071
06306300,0.574708,0.595641
06038800,0.762038,0.493880
01131500,0.758250,0.616904
08104100,0.497974,0.605592
03376300,0.653785,0.673332
05482300,0.548114,0.609424
03338780,0.597605,0.661827
05485500,0.548591,0.632397
06205000,0.678767,0.598678
10BE004,-9999.000000,0.568156
12149000,0.742292,0.612549
07069500,0.658859,0.661183
03168000,0.687491,0.675627
13057000,0.739541,0.515435
02423555,0.650355,0.675467
03503000,0.727164,0.679490
05KH007,-9999.000000,0.567187
12452800,0.737495,0.453383
06279940,0.748330,0.525932
11376550,0.731789,0.514728
03213700,0.685587,0.687683
02326512,0.562428,0.664950
02366000,0.596358,0.662542
03612000,0.660481,0.669754
03373500,0.645231,0.684317
07334000,0.590071,0.637499
02EA005,-9999.000000,0.610881
05496000,0.578665,0.644304
01532000,0.728937,0.635767
01053500,0.761841,0.604299
05504800,0.603039,0.642002
05524500,0.598156,0.650499
01481000,0.676557,0.656732
02337040,0.647527,0.680998
01BH005,-9999.000000,0.572600
11238600,0.721692,0.458823
06815000,0.534493,0.626997
11389500,0.721414,0.538293
02472500,0.642611,0.666958
02298830,0.493563,0.659089
02EC018,-9999.000000,0.633629
08KB003,-9999.000000,0.594014
07FD011,-9999.000000,0.561412
06433000,0.616603,0.622666
05LE004,-9999.000000,0.568775
06282000,0.692286,0.545946
06917680,0.599741,0.644226
07346050,0.608311,0.632109
08MG001,-9999.000000,0.584541
05333500,0.637152,0.622118
02337170,0.663595,0.692798
04137500,0.678805,0.636135
01518700,0.717499,0.637361
09506000,0.540293,0.561686
07076620,0.662421,0.664321
01047000,0.761720,0.597141
09409880,0.624326,0.530068
07351750,0.642254,0.654380
01520500,0.713446,0.644175
08186000,0.519456,0.605433
06453600,0.474546,0.612265
08065800,0.562739,0.629733
09085000,0.747786,0.518712
03249500,0.680305,0.692589
05458500,0.582302,0.622971
02342500,0.625655,0.677699
02347500,0.640081,0.689306
13082500,0.630226,0.562925
02ZF001,-9999.000000,0.608206
06917380,0.588452,0.632425
05458300,0.582406,0.620644
10109001,0.757634,0.487377
10322000,0.594049,0.523253
05313500,0.529384,0.601029
02320500,0.575116,0.697392
07189000,0.635000,0.655763
06228000,0.636436,0.542993
01118500,0.734534,0.649863
03189600,0.727694,0.674717
05PB018,-9999.000000,0.600696
05365500,0.634411,0.626151
05RA001,-9999.000000,0.596775
06701900,0.535246,0.561095
02481510,0.635061,0.681536
05292704,0.509139,0.591139
14174000,0.745047,0.605207
06718300,0.739938,0.519860
11289660,0.720188,0.478519
04071765,0.636458,0.623335
09118450,0.656533,0.511492
06329500,0.474150,0.649167
02134500,0.575494,0.685142
05474000,0.570410,0.651588
07050700,0.637971,0.648450
01021500,0.762490,0.602561
08LD001,-9999.000000,0.550261
06803080,0.506167,0.610844
07382500,0.628260,0.669623
08DB001,-9999.000000,0.535874
03353000,0.615510,0.671978
09468500,0.516083,0.555225
08013500,0.638736,0.678731
11276500,0.717620,0.435581
03FC007,-9999.000000,0.548902
03301000,0.645580,0.680526
06884200,0.500707,0.604511
08014500,0.634862,0.669225
03BF001,-9999.000000,0.596531
02147500,0.627894,0.658932
05430175,0.589926,0.620251
02087500,0.633745,0.679269
040851385,0.594011,0.637172
04125550,0.687752,0.637654
03275000,0.639650,0.668744
13112000,0.695186,0.543909
05079000,0.584971,0.599902
04099750,0.614374,0.645719
11372000,0.738046,0.495949
07BC006,-9999.000000,0.582072
03207800,0.686650,0.677964
08208000,0.450230,0.588226
02418500,0.659050,0.697075
08HA001,-9999.000000,0.623318
06395000,0.420631,0.625940
02032515,0.663930,0.647956
05532500,0.566117,0.647642
03208500,0.693442,0.690017
03276000,0.643655,0.665883
05076000,0.528450,0.595471
14337600,0.749322,0.537153
09303000,0.765763,0.477765
09083800,0.756522,0.515919
02462500,0.664367,0.696776
05446500,0.597136,0.646014
07178200,0.562221,0.630533
03237500,0.666169,0.676111
12413000,0.755258,0.550848
01636500,0.663569,0.671975
03OC003,-9999.000000,0.565391
05543500,0.597942,0.672842
06882510,0.492790,0.631002
05471200,0.561758,0.619043
03403910,0.712971,0.675081
06414000,0.617711,0.613834
13186000,0.745238,0.444446
06352000,0.417474,0.584476
06334500,0.442613,0.617775
12044900,0.714987,0.522848
12027500,0.748596,0.647289
01189995,0.740966,0.633233
03375500,0.664059,0.666505
02486000,0.660425,0.684824
05OE004,-9999.000000,0.584833
01613000,0.695121,0.675478
11417500,0.715109,0.474699
08193000,0.407699,0.594332
05507800,0.592976,0.658213
03274000,0.623427,0.676701
01618000,0.686428,0.676641
04184500,0.625046,0.635347
13313000,0.733288,0.441653
08319000,0.516246,0.591826
08098290,0.427119,0.663108
08086290,0.477581,0.585942
03QC001,-9999.000000,0.552331
04178000,0.627435,0.644165
11147500,0.692728,0.421747
14201340,0.738442,0.625967
09466500,0.463337,0.597654
07EA007,-9999.000000,0.567914
02327500,0.578918,0.669082
04087000,0.595946,0.634345
08NB012,-9999.000000,0.505752
09503700,0.496481,0.538183
04136000,0.681721,0.632859
02FE009,-9999.000000,0.631232
03277500,0.685692,0.683805
08FB006,-9999.000000,0.547931
11149900,0.701055,0.445866
04262000,0.762560,0.626830
02479300,0.634000,0.671727
02395980,0.672120,0.688913
03107500,0.677679,0.678819
03146500,0.654865,0.672029
03597860,0.683782,0.686183
01130000,0.762214,0.607727
12086500,0.741509,0.568490
06425500,0.495554,0.621860
07EA004,-9999.000000,0.564184
09447000,0.536946,0.580164
10155000,0.745637,0.508193
02400100,0.674353,0.689130
02RH035,-9999.000000,0.590476
01509000,0.729376,0.644512
05BA001,-9999.000000,0.501067
06452320,0.487323,0.593555
02435020,0.654079,0.661140
05495500,0.589761,0.641894
14046000,0.713899,0.559162
09149500,0.597969,0.575139
09067020,0.762503,0.496819
02YS005,-9999.000000,0.611289
14166000,0.747525,0.576934
07058000,0.646846,0.650748
02XA003,-9999.000000,0.569290
06447230,0.460153,0.608743
04067500,0.664197,0.626911
07183500,0.547397,0.641737
01573000,0.688248,0.650525
08FF001,-9999.000000,0.590163
11159000,0.678606,0.452946
12105900,0.743677,0.582275
05594000,0.602598,0.654311
01646500,0.674384,0.684516
08NB014,-9999.000000,0.493044
07039500,0.673482,0.672120
10296500,0.728780,0.446108
01331095,0.750340,0.626702
09469500,0.467939,0.599738
04063500,0.680731,0.618446
02482000,0.661961,0.669848
04136900,0.680158,0.633271
09482500,0.389639,0.541684
05387500,0.600134,0.618296
06711500,0.586820,0.595696
05550001,0.605779,0.639840
06866900,0.418590,0.596176
07221000,0.489967,0.611476
01553500,0.721125,0.652794
13335690,0.759897,0.522679
03331753,0.612518,0.662262
07FA006,-9999.000000,0.585516
02034000,0.661631,0.659380
07057500,0.650145,0.655523
06308500,0.457072,0.626653
02035000,0.677501,0.683481
11451000,0.718661,0.474262
02376033,0.634046,0.691911
03AB002,-9999.000000,0.600901
08017410,0.574145,0.636720
06797500,0.441093,0.614972
07305000,0.450507,0.598909
08109800,0.542852,0.612344
07021000,0.676135,0.664348
06340500,0.427378,0.595241
04286000,0.746660,0.624258
05483450,0.543524,0.615523
14306500,0.743347,0.609700
03352500,0.625106,0.663572
02317500,0.573306,0.681821
01608000,0.697009,0.664326
02075045,0.661617,0.677674
06900050,0.595021,0.646345
06360500,0.450389,0.611256
02FC016,-9999.000000,0.615546
12449950,0.746975,0.477652
03142000,0.665004,0.676089
05585000,0.596036,0.650929
02464000,0.672955,0.678802
07216500,0.562564,0.576173
07257500,0.668791,0.656435
08181800,0.511386,0.604998
07ED001,-9999.000000,0.573442
05418400,0.590152,0.623989
06195600,0.632333,0.605727
14092500,0.676569,0.567685
03212980,0.688543,0.684275
07067000,0.661888,0.668630
04235500,0.706231,0.663243
03251200,0.666637,0.679975
06078200,0.604271,0.600285
06863500,0.435589,0.591576
07016500,0.643479,0.663078
01541303,0.717775,0.657309
07027720,0.654419,0.665280
04065106,0.675357,0.620640
02016000,0.696750,0.666307
05593945,0.602409,0.653385
07190500,0.579023,0.669230
05470000,0.560926,0.616793
06799500,0.509756,0.612463
02312000,0.503216,0.684815
11152000,0.721671,0.455827
05582000,0.596739,0.662316
02081747,0.639382,0.670137
07338500,0.648001,0.657865
02RH047,-9999.000000,0.588316
06220800,0.728296,0.512072
06DA004,-9999.000000,0.549862
05567500,0.608681,0.657545
01474500,0.680355,0.660397
01350355,0.748827,0.624446
01539000,0.715393,0.643728
03029500,0.732617,0.642209
07FB009,-9999.000000,0.598255
02350900,0.615623,0.666481
14044000,0.733654,0.542226
06890100,0.547484,0.619375
10132000,0.713738,0.537052
02037500,0.676134,0.684774
12354000,0.750688,0.521161
13250000,0.736701,0.491093
10350340,0.695039,0.479261
02481880,0.660697,0.669215
01059000,0.757107,0.616082
13055000,0.739621,0.528711
01AF007,-9999.000000,0.608061
01064500,0.763022,0.610360
02388500,0.683055,0.692164
05123510,0.471233,0.576805
06472000,0.502922,0.601877
02474560,0.643319,0.682582
03376500,0.653286,0.674547
12372000,0.751699,0.529028
13062500,0.717922,0.526843
02151500,0.673029,0.682710
05UH002,-9999.000000,0.526405
07FC001,-9999.000000,0.575673
05UG001,-9999.000000,0.528103
09415000,0.528535,0.565125
01634000,0.654941,0.665678
04186500,0.613230,0.665038
01545500,0.723998,0.649982
07342500,0.587250,0.629514
07142620,0.418127,0.589303
06276500,0.658760,0.526148
05316500,0.534825,0.601499
03453500,0.690477,0.694738
07064000,0.665403,0.674152
07143300,0.467863,0.585386
06279500,0.480039,0.594647
02160390,0.651364,0.661050
05DF003,-9999.000000,0.589095
14307620,0.745123,0.625343
05458000,0.584827,0.614818
01205500,0.736423,0.643825
11443500,0.718477,0.474330
09205000,0.615804,0.488006
02116500,0.656226,0.687791
06804700,0.508162,0.607580
05CB002,-9999.000000,0.603916
13340000,0.745003,0.536470
06917000,0.582813,0.625676
11242000,0.722756,0.458728
03040000,0.714034,0.662077
02298123,0.443415,0.663509
07166500,0.538719,0.625150
10293000,0.715090,0.450439
04101800,0.645616,0.646194
06108000,0.508329,0.594419
05395000,0.643146,0.615688
04100500,0.620766,0.661049
08041780,0.617225,0.683547
09430500,0.533716,0.571306
01573825,0.669229,0.651766
01672500,0.666724,0.670006
14148000,0.747723,0.541640
07376000,0.638191,0.679670
02428400,0.656245,0.711204
05CA012,-9999.000000,0.602429
10347460,0.712226,0.453089
13047600,0.755462,0.511780
02105769,0.619721,0.694732
05LE008,-9999.000000,0.562024
02177000,0.719824,0.678406
07155590,0.360679,0.608192
13305310,0.698796,0.529606
06478500,0.497731,0.620478
12359800,0.773436,0.500013
02234000,0.473206,0.697353
03604000,0.690638,0.686749
03588500,0.683245,0.679073
02109500,0.609899,0.678937
01449000,0.739599,0.640090
08MF065,-9999.000000,0.535160
02322800,0.519022,0.676675
09413000,0.570100,0.527873
05400760,0.629962,0.627001
08206700,0.417653,0.579880
07383500,0.618905,0.651867
02077303,0.659747,0.667924
02477990,0.652409,0.676093
06025250,0.709898,0.527271
13075500,0.690595,0.560541
04164000,0.578371,0.652016
07MA003,-9999.000000,0.567339
10318500,0.631072,0.520748
09497800,0.596314,0.563915
03539800,0.709201,0.686199
02321500,0.514800,0.672138
05TD001,-9999.000000,0.565119
08FB007,-9999.000000,0.543593
03234500,0.626483,0.691293
02344500,0.631315,0.677479
02233484,0.491790,0.681423
03106500,0.701623,0.664915
08EF005,-9999.000000,0.558846
01031500,0.761826,0.596214
01629500,0.665697,0.668359
02450000,0.652821,0.676123
11109525,0.703484,0.428314
11342000,0.743829,0.496571
03109500,0.665302,0.674089
11179000,0.674019,0.471127
09237450,0.742828,0.506050
14238000,0.731618,0.557695
03CB004,-9999.000000,0.565692
08227000,0.610183,0.523061
02352500,0.614900,0.697040
05051600,0.508787,0.582626
08189500,0.479502,0.609435
06326500,0.443668,0.638806
06730200,0.652277,0.604298
06287000,0.484997,0.601513
08KA008,-9999.000000,0.542089
07362100,0.665038,0.659970
08093500,0.552515,0.591191
14197900,0.743226,0.614208
06899500,0.586334,0.645368
12457000,0.714297,0.461709
03369500,0.663994,0.670780
03155000,0.698423,0.682792
05484650,0.549053,0.625541
07159750,0.510068,0.604213
05497150,0.577681,0.645329
03374000,0.638029,0.687125
01EF001,-9999.000000,0.620467
06101500,0.490249,0.617755
03069500,0.742240,0.660760
07140000,0.393023,0.663459
05500000,0.579594,0.641863
07363400,0.652856,0.653763
06709000,0.490101,0.603285
07025400,0.652081,0.669126
04247000,0.729460,0.651716
03016000,0.737573,0.654836
05320500,0.559152,0.616434
05472500,0.569800,0.636116
08LG008,-9999.000000,0.567617
09070500,0.723740,0.521815
07EE010,-9999.000000,0.608505
